"CUST_NO","CC_IND","FX_IND","LN_IND","WM_IND"
"U67P7OFTWP1BRUI4",0,0,0,0
"I-Q_U8V3BUR2GZDW",0,0,0,0
"F76HDQJCKLH1M23A",0,0,0,0
"KDDU9W2KGJHZ8WL8",0,0,0,0
"1FYECI5EUODYTL4U",0,0,0,0
"QZ9P1U39M8XJ6QIE",0,0,0,0
"XOPPGI70U3W9EIDU",0,0,0,0
"IWDZZDJIC6-CKFK4",0,0,0,0
"Q8PPYUUBB7UFS2RG",0,0,0,0
"QFIVVZMXQQ8MZKU8",0,0,0,0
"4AQBB3GIJEZOFTW4",0,0,0,0
"GEVJWRDAHY9CGTRW",0,0,0,0
"WJJMM-Y1YGVXSHXG",0,0,0,0
"R4HFQG0AHCKZN910",0,0,0,0
"ITNSSDV0MDMCCH1E",0,0,0,0
"XOAW1NBJENZWY22G",0,0,0,0
"C5G1KPLU64MLLVTI",0,0,0,0
"IIJDYFYO8SVMP71U",0,0,0,0
"5OTN64IXSEACVNLO",0,0,0,0
"9N-X7HWJ34GHHZFK",0,0,0,0
"BFQSQYAEU1_E1FTK",0,0,0,0
"F1CDBIJT3VBYIPOI",0,0,0,0
"HTAJAIWWJBBFOQPC",0,0,0,0
"HUZRSMB-HX8ZA8JI",0,0,0,0
"U7FFY601V0WVPXZE",0,0,0,0
"OZE10QHSYOGL1VPK",0,0,0,0
"CAJ-0UJKAP9GY3KU",0,0,0,0
"DQFYPU6ERUF2_LPO",0,0,0,0
"B3CJX6S9PKSP_RVG",0,0,0,0
"FESRAZQNQZT7WBII",0,0,0,0
"8AZS9AFI1MBUBHLY",0,0,0,0
"AUFL4OVUBL-7X_QW",0,0,0,0
"YQEVMQMQ0TGNRWYC",0,0,0,0
"MCKRUYD1Y3XM5DTI",0,0,0,0
"ZMZUOHMWHPHFHXUI",0,0,0,0
"G6Y538S4QHJW-JB4",0,0,0,0
"GP4D9JXSV8BY6RRM",0,0,0,0
"FO03YLZTWKYAYGM0",0,0,0,0
"1HEJ_TYBRHJEYO9Q",0,0,0,0
"ZRCMXMF3C1JNLSWS",0,0,0,0
"SFNIGOZA21ML2RNG",0,0,0,0
"V0BISELWKQBJ_GJK",0,0,0,0
"DHJLEK7I5R-JEYKU",0,0,0,0
"DSWJLQBMZELI48E0",0,0,0,0
"X_SWL85CIS_NHFOW",0,0,0,0
"B0O3ILRPYMSXULSS",0,0,0,0
"ML5QCPZ9W8ZA4PN8",0,0,0,0
"ELDWAD_QCOWY5FEY",0,0,0,0
"JKB0PBUTRVMQGT_W",0,0,0,0
"TTS6VHHYEG2_EIFC",0,0,0,0
"Z-KRQW8YE3LJOJYO",0,0,0,0
"QHZ4QNY-TZOOZUJQ",0,0,0,0
"N7CU_EVLJ2JVTAAM",0,0,0,0
"LY831CZPKFRSTW0K",0,0,0,0
"MIHY0OA0MKC90J3Y",0,0,0,0
"JMFM9DTTUYTGEDJM",0,0,0,0
"10VBDR_RKG3HNWHU",0,0,0,0
"XIM634SQ7HRPJJ4E",0,0,0,0
"RBAFQ5DS5SKULGZ8",0,0,0,0
"LJBGXUD-9LZB6FZ4",0,0,0,0
"HJZNCTCWTLJGV9XY",0,0,0,0
"12B77EEQMK1HHV0M",0,0,0,0
"B11B24GNXYAL0GB0",0,0,0,0
"SMWZGDB25_IFIULU",0,0,0,0
"G7BIVERI3OPAE5IM",0,0,0,0
"0KTL6JOJBXLWEEDE",0,0,0,0
"IUUQYS7F50JYLOAU",0,0,0,0
"YYWNU86ZJXHGPLQQ",0,0,0,0
"QNRW0LCFGZN6JCEK",0,0,0,0
"GDBQOTB4SNFEEQ7E",0,0,0,0
"GFHH-HLG9N3AQAWS",0,0,0,0
"N2GFHNYL_PSMRNP8",0,0,0,0
"FH-EHFLOMZJTY4CQ",0,0,0,0
"EBYAI3AKZI0TIH-O",0,0,0,0
"KUHIMSUIG_LZQRQ0",0,0,0,0
"RLYHO0OOCEL0CLDA",0,0,0,0
"GCQ73G-0YWI3R4PQ",0,0,0,0
"SKQBAJK_YASDACHM",0,0,0,0
"KWJ9EKMK4NTAAFVO",0,0,0,0
"UT6BAKGYGAYWDZU8",0,0,0,0
"LSB28HE4KC3JNMZC",0,0,0,0
"J2TJOGPVKVGQTK7U",0,0,0,0
"PWLOM-IYUOU-QO0A",0,0,0,0
"_QDCGBZQVRC5LURS",0,0,0,0
"DDFRANFNP2O4QOY0",0,0,0,0
"70A2BLLCWTHKTVPE",0,0,0,0
"0Z84Z6DGNLY7JUF8",0,0,0,0
"E5BAXZFECZRLWI0C",0,0,0,0
"LYKQ7EGURZIW91P4",0,0,0,0
"82G1-W1EHAFBQT2A",0,0,0,0
"JZG0GIKAMIHKBTZ8",0,0,0,0
"7LIRNBNKBOTK5FVS",0,0,0,0
"5AWI68IGAJQSTOOI",0,0,0,0
"FYB1ZZ_6FPMCDFTA",0,0,0,0
"RYBFVKPDVUQ4P2ZK",0,0,0,0
"LSI16DPXJFIHVJXU",0,0,0,0
"2SBCGQPGAF2SXCGA",0,0,0,0
"PP5C77KZVSZD5X8A",0,0,0,0
"CQVGIWBD-QZYK1WI",0,0,0,0
"NIJGVKYPZNMVKZ-A",0,0,0,0
"ZD48WL-C0513WYXI",0,0,0,0
"OXHYYV8OQQPI7NX4",0,0,0,0
"H7ZLOF_UCCRRT9LG",0,0,0,0
"4FQ5D3ZNA4Q7T3TG",0,0,0,0
"TD93BJYEBIMSTVHG",0,0,0,0
"BOKL7AYEPBKMQKWM",0,0,0,0
"Z7XQBCQIMSUXHHKQ",0,0,0,0
"6JP6LPOVCVOUDTSW",0,0,0,0
"FL5ERGPUBYS_N2-U",0,0,0,0
"I_BCEOSABSOZVZIM",0,0,0,0
"6ZZFNXCW2JVN-LYW",0,0,0,0
"FYAXL9_ECUEVCOIY",0,0,0,0
"H_MOFGSJUDZ9L5V4",0,0,0,0
"TJ3K6YWZYNYZ5HJA",0,0,0,0
"ZUB6QGYNUNTZBREA",0,0,0,0
"_EZWWNWZSZHFVOQA",0,0,0,0
"YQHNSZZ4THL37FKM",0,0,0,0
"PUFMXD6CPDDOOQNI",0,0,0,0
"AG14_DNY4EXUEYSU",0,0,0,0
"O8SRHUDRRWKJHQBI",0,0,0,0
"S4XINQZSPVTNV2Q4",0,0,0,0
"GSFCSXGS5QJJHL8U",0,0,0,0
"JNG-0QX3EE1_A6VM",0,0,0,0
"YWNZ_RU4GBC-ZEPO",0,0,0,0
"JJVHKH9IS2IH9JFK",0,0,0,0
"YRPPJ6EXNZ9DP5NC",0,0,0,0
"PKMDB4SP_4HJ-PRY",0,0,0,0
"OAFWSVVCGRGMA-0C",0,0,0,0
"1XLTFVOHB-G3NZPM",0,0,0,0
"PNO2MZP7HP51Y_WW",0,0,0,0
"QCKQRUXYG4CAQJGQ",0,0,0,0
"EXTQS9SS-NCMPAIQ",0,0,0,0
"NHN5LZKVGBQP7ZTG",0,0,0,0
"C3OASTS8COPOO1MY",0,0,0,0
"RR6ZZPP22HMDLZJO",0,0,0,0
"VYTKWSARM5TOPHQA",0,0,0,0
"HK1OZNNCGOCH3HRQ",0,0,0,0
"5HMDIPMWJDY7LFDO",0,0,0,0
"QFBTWCLCWDYNP8D4",0,0,0,0
"YD47UKMCEQK4OYD4",0,0,0,0
"66ST0Y2YYSCYYUAE",0,0,0,0
"BJZYA5G0METVHKPM",0,0,0,0
"7JAMIB_I511PH4RQ",0,0,0,0
"AI54YEOK5OOEPQ0U",0,0,0,0
"MRQKS76EN_FO7JD0",0,0,0,0
"MO9QMWH1K_DGELYU",0,0,0,0
"XSKN4WV3FQFXEZKW",0,0,0,0
"A8TORXMBSVKN1W2Y",0,0,0,0
"KH4MIRUNKZCNDCT8",0,0,0,0
"FQYLYEQDP_ZTWSLM",0,0,0,0
"2H6KHT8EU2LCBWTC",0,0,0,0
"VDQVC9WDOAPJOTHK",0,0,0,0
"X1SE0-KLDC_Y6XH0",0,0,0,0
"L4Y9UTYMOH2QYSPA",0,0,0,0
"X9AYRWE1QFKIQNT8",0,0,0,0
"IVTCG3A_HKMNED8W",0,0,0,0
"SPRFUE9LWSGYXOZU",0,0,0,0
"QWUACWTH1A3CYB3W",0,0,0,0
"JDHSYHHXBIU8PZSM",0,0,0,0
"X5S--S5MILJW0_HA",0,0,0,0
"BEU6MO-JVCCKZL-O",0,0,0,0
"U-JJVR5XJKSLYUFI",0,0,0,0
"HVNSFC8HHVJEFFCG",0,0,0,0
"U00OEJJJMMHM3AJO",0,0,0,0
"GRY9-WHPQI8EN5WK",0,0,0,0
"DZ2DFEKGCAUMU7V4",0,0,0,0
"KU8_TOZ1KA_HOYKE",0,0,0,0
"_IYPVPH-UFOWZJOQ",0,0,0,0
"4V2ZVOAVWSQ2MDCW",0,0,0,0
"IPM1A6EIEVKKUHJQ",0,0,0,0
"XHROX-LCNHE_2RYI",0,0,0,0
"YU2DF291KZHAPNJA",0,0,0,0
"HBFEFTCOETGX_N5A",0,0,0,0
"H-_B04GQANFXOTZA",0,0,0,0
"_UGZ1GBH69A7DCBA",0,0,0,0
"SJRJKCDQFCCNFG6K",0,0,0,0
"UNIV_Z3MGIGC6RG8",0,0,0,0
"CQ7MDR7OKBLYZWVS",0,0,0,0
"OSFTI-RBKWL6FZZA",0,0,0,0
"FIEYZUZGHK7Q6B-A",0,0,0,0
"EERBKCSKNDIRCVMK",0,0,0,0
"-JA7-FBQLFMPM9WW",0,0,0,0
"VVPTWJWRMAHOHPQK",0,0,0,0
"EZBIY6WHKU6-QDG4",0,0,0,0
"KH40OA4VIWVZWMQI",0,0,0,0
"YEEDWFK_USMX7XVQ",0,0,0,0
"15DRRH4WGBNVXJGU",0,0,0,0
"O_MXZIOQQCYMNCX4",0,0,0,0
"OD8CAWLWESLPULJI",0,0,0,0
"S5DJDXCK0AJTA200",0,0,0,0
"C8RZVSM-XRO3RM4C",0,0,0,0
"XPR02EJGLAXRXTNQ",0,0,0,0
"ZUIZDJI1YKVMUFR4",0,0,0,0
"3LHHM1SQT-TLYTR8",0,0,0,0
"7ULVFI1BZCI5WQY0",0,0,0,0
"MXQLHR_XUGKCK1N4",0,0,0,0
"NFNG2YPXSCYKCEQO",0,0,0,0
"LPKQ7YAWPIONFFCA",0,0,0,0
"MDZ_WRPQYWOLWV2C",0,0,0,0
"4NC-CPHNHEQNMAFM",0,0,0,0
"KFLKQFXMWVRVYDC4",0,0,0,0
"4RM2GURACR98FULA",0,0,0,0
"FPEHCECMVWGKXYYO",0,0,0,0
"IUGLFPNN7M5AB73Y",0,0,0,0
"WPKR77QGZGN62HYO",0,0,0,0
"FXT2LDD7L4VRT-U0",0,0,0,0
"NKVD7KQ9UAWWV3LI",0,0,0,0
"17XTIGDDCKMGDN70",0,0,0,0
"N6YHA88S5CBKLOP8",0,0,0,0
"10XETT6OXZDYGLUK",0,0,0,0
"KOSAHGVFGCFAVZDA",0,0,0,0
"MMFAGF3JG3WUG36M",0,0,0,0
"H6AJEH9NGHQADW4G",0,0,0,0
"LL9Q8M4Y-IXYZAFM",0,0,0,0
"ZOHXV-RZXBLRZYOA",0,0,0,0
"CSEFCUNL3SZEJGXC",0,0,0,0
"6VCYW91KVTCNYCWC",0,0,0,0
"PFXKAVCCLXMIKO2Q",0,0,0,0
"J_5K_7ELNGTNRQXI",0,0,0,0
"XKLJHBPXW_TMORXS",0,0,0,0
"NTC3XJAB0YH_NE30",0,0,0,0
"WXJ6SB_UMR2HBVVE",0,0,0,0
"H3_SLTBSSPQUFWCM",0,0,0,0
"JEH1NP9IZZRQ8MQI",0,0,0,0
"MPOYNAQ_TC8XOT6U",0,0,0,0
"A77RDURVUN7PSCKG",0,0,0,0
"E4OCPY7LYOGM_5F8",0,0,0,0
"WB5JDAL01EEHUNCA",0,0,0,0
"M1IX-XFIVUBXSIWQ",0,0,0,0
"LK6RES6EKUHMMVVQ",0,0,0,0
"T7JNUVWI_QXMSOS4",0,0,0,0
"4XWTY8CTBFQDOU2Y",0,0,0,0
"G2R21YIKCTTQWQSW",0,0,0,0
"HM0KMRZE-O6KC6K0",0,0,0,0
"2U4ZPCDQADIK4YT8",0,0,0,0
"HCWUBLH-EUV4LWXW",0,0,0,0
"BSNFCT260CR5UPS8",0,0,0,0
"T_5RK57PZHBANGQM",0,0,0,0
"WPVRZ6F3PIBYGUP4",0,0,0,0
"XW1SMT5BIE1XUJCC",0,0,0,0
"MLAMWWCCMJDIKFZ8",0,0,0,0
"IHL4HTYIWK0ZVFAK",0,0,0,0
"DAKPDX8PKG768HVM",0,0,0,0
"-5RRJXWLPZMP7KZQ",0,0,0,0
"CRRXE_SFI1O0KE6O",0,0,0,0
"29LQ7CQ8NFXKOYQK",0,0,0,0
"1W5AENGMTNUL-L3W",0,0,0,0
"U_CWHM482D9DHEYW",0,0,0,0
"HUMILVDVCKSMQN7K",0,0,0,0
"LKA1UGQ52IKYROLC",0,0,0,0
"MVZF_KWO9ZMFK4Z4",0,0,0,0
"SAAT3OV9O-XD7VB8",0,0,0,0
"DJD1JS9CFIMWR16W",0,0,0,0
"KE4SPHAKAGDA-D4Y",0,0,0,0
"PB10SQFECNZLBR14",0,0,0,0
"HACOWNYBEP_QP6FW",0,0,0,0
"38YNUA6EYSFASWLO",0,0,0,0
"M8-ZKXCIIWQ_RKIW",0,0,0,0
"1IPD0XOCEDAIG6XY",0,0,0,0
"5LW3UBZ0NOYREXSC",0,0,0,0
"UO3OOQA8DA6-W_YK",0,0,0,0
"8XZFZGFMXGFKSN40",0,0,0,0
"9GVZIKPPPJT92OBW",0,0,0,0
"HX_GDM3QLC9FRCQO",0,0,0,0
"OXOIK5N-IMFCCEF0",0,0,0,0
"WUQYGEWTKNPKUN6E",0,0,0,0
"MMTJ1CAKEOBLVXNK",0,0,0,0
"9T5AIF94WGISTXZ4",0,0,0,0
"BQTRYSAZSSKR3MWK",0,0,0,0
"TMLSCC-ILI7G4GX4",0,0,0,0
"E2YFNPXBMHX_WDYY",0,0,0,0
"DVLXJJTJATW4B65O",0,0,0,0
"GLMTPPHOYFVFIRI4",0,0,0,0
"_YQ2C82JLSQOREBE",0,0,0,0
"GU3PTCUGUS3EFOVW",0,0,0,0
"YL3SDLMQYXS6PQMM",0,0,0,0
"GNAAN8_XCXOAUFRY",0,0,0,0
"F3ZFNQVSBPOQ5M3I",0,0,0,0
"SP2IDFVC9SATT98O",0,0,0,0
"YFURCRGCW4ZCGCGO",0,0,0,0
"NUHRBUTEGOBZIU0K",0,0,0,0
"VCFUVJ-FKJXK9KZ8",0,0,0,0
"JTQEXTI4QQJAPBXQ",0,0,0,0
"U7LHMXAACPJPWKA4",0,0,0,0
"EORSR22HPWNDXIXO",0,0,0,0
"RWNPZUWUPNGKHD2K",0,0,0,0
"MRMJ3MJLWY_NSCJ4",0,0,0,0
"O_9MLXC7LBADPZPU",0,0,0,0
"CJUQ0TMJ14RHYSE8",0,0,0,0
"MUJU004VCSIIA2Z0",0,0,0,0
"MK-69EXR0YGWLOMQ",0,0,0,0
"TOG2BSI_OSUVYZAQ",0,0,0,0
"FC15KLRN7ARZZ4DE",0,0,0,0
"MHW7HYUNUDGKMM2E",0,0,0,0
"QJZ6A0NN6VP3IBYO",0,0,0,0
"LHRYXAEOB4WEYSVU",0,0,0,0
"V2897PMZ8KT1N-VA",0,0,0,0
"44BD9HJDYCOE9SMO",0,0,0,0
"IJNO0ABSSOF9PH5Y",0,0,0,0
"47HCLWTKQKBC9FD4",0,0,0,0
"BJRNCJW3URJAZOIQ",0,0,0,0
"WTVQ699XRRKLFABQ",0,0,0,0
"ESXRBGRQ2R0F2MQ0",0,0,0,0
"T6X_IC6W3IYXDPLK",0,0,0,0
"SB1ZNEL_COW8YGHQ",0,0,0,0
"EDAU7BT7TQLRZDAK",0,0,0,0
"4LNAWGXKTTXJU1QI",0,0,0,0
"MO0XQM8GRHJPV_NQ",0,0,0,0
"XAB68IBWXUJHH9TI",0,0,0,0
"BYV6M1A1Y7ISNXPG",0,0,0,0
"BKIXASNADEVPG5S0",0,0,0,0
"7HOICVNJ8LMMCL4I",0,0,0,0
"IPHJKE4PB-KQAEB0",0,0,0,0
"CYISURNOYPUARQC8",0,0,0,0
"FV9TPP3PVNX_ZOWA",0,0,0,0
"NV-RRD9U4VCWLJF0",0,0,0,0
"5YDRWY28CLGE8J7O",0,0,0,0
"342OP8WTMTHE8CZ4",0,0,0,0
"J9IGJ0XGMVAKVWCC",0,0,0,0
"MFXNA8SC89SIKTRY",0,0,0,0
"8AN8NXVWMFQ_RECY",0,0,0,0
"S0HAWMT1938LPYF8",0,0,0,0
"Z8T_TAPTMHO6MIK8",0,0,0,0
"J0SXQXHZM4DYLCW0",0,0,0,0
"Y3BQWMXARSYU4DI8",0,0,0,0
"47YTUCWR39AVJMYG",0,0,0,0
"4WCKUXKVJPJ5BIEC",0,0,0,0
"SQUAZC9JIPZL9CVC",0,0,0,0
"VUBXV9LCJM_GWNHW",0,0,0,0
"BA3LIHYSZGCTGFOG",0,0,0,0
"D6-AWO4CZ00FKFU0",0,0,0,0
"LRHIM7GZ4RP0YOLW",0,0,0,0
"TEW_9QP8GBFNFRMA",0,0,0,0
"YO3O9BZ7XPQ8NTCM",0,0,0,0
"JFEAVXR-KMFUA1O4",0,0,0,0
"YXKXNLV3O-32OX6I",0,0,0,0
"UW3FXFVLTYMQ8VII",0,0,0,0
"3L3JUMY1-1YKEGXM",0,0,0,0
"SONYQZIWBJFF112I",0,0,0,0
"2JWDIPCKNONAEGXU",0,0,0,0
"VE6SUMVVWH-UIB-G",0,0,0,0
"LQCMQ8A7JUYZZT5I",0,0,0,0
"VBJI008M1GYPZHGU",0,0,0,0
"29VFWDSDQGPBYHLW",0,0,0,0
"E8ABQSS_TZSALAUO",0,0,0,0
"UIYS9O06KDZJE5MA",0,0,0,0
"LFE61DYUTVUGTD4M",0,0,0,0
"4TR1CV6SJWIILRR4",0,0,0,0
"JCHBGTF5HKQORGMO",0,0,0,0
"N9AVFAAZFKKJ3YQ8",0,0,0,0
"U1-HYI3_MYPNLHTE",0,0,0,0
"OPEZ2ZVOUL_JCJMM",0,0,0,0
"GCQTR-XFVYHF5NIO",0,0,0,0
"T2YJ5D7G7QGHJ6-C",0,0,0,0
"-OIDJOROIROIDFXM",0,0,0,0
"T9FDR-WLLNBLC7HG",0,0,0,0
"OOWYN-JQJJQEJYEW",0,0,0,0
"ZG_QTPEYXXSOU9RG",0,0,0,0
"D7QKO-SYPCSTHTJA",0,0,0,0
"DWWAW3QMVQ3HXONG",0,0,0,0
"NDTRPYM53PAJJQK4",0,0,0,0
"EF6WNCKUML_AWNM4",0,0,0,0
"IH9KLSKS3J8BIMNI",0,0,0,0
"IOI4GYSQEPO-PZCE",0,0,0,0
"MIYNPJCYV5U0SCIY",0,0,0,0
"UHALGBIHFU87WSWO",0,0,0,0
"YSN5SYRAZ3UEPEJY",0,0,0,0
"0RO5EPFPFPQE7GXC",0,0,0,0
"JBP8A1PQNTHAP2UK",0,0,0,0
"BHQQS02XBTRQVTAA",0,0,0,0
"RBIHY3GOJK6XHTVG",0,0,0,0
"KE9E98ALD1CQYSMG",0,0,0,0
"OZYIB9DNFQHNGCJA",0,0,0,0
"XHPESFSQ071BA4D0",0,0,0,0
"43DXRB8LPPEV0I0S",0,0,0,0
"Q9O-RTO89-HQ-MDM",0,0,0,0
"7JWJCECFMMLWUTGU",0,0,0,0
"KI6OQSAJAU3-8TC0",0,0,0,0
"-WZPUTLA8FWEEYAA",0,0,0,0
"TFZKRG8GL2XJIXGI",0,0,0,0
"BNLTR4TQFFZKN4JM",0,0,0,0
"ZBAJ6QEAF90WBGYQ",0,0,0,0
"2UZO768Y29ZFHOQ4",0,0,0,0
"GZR-HODJWSGW2U-I",0,0,0,0
"JEIB90H1EEJ0KBDE",0,0,0,0
"RGIIQHVYODAD03KW",0,0,0,0
"H4CCT8BY6VD-MJUQ",0,0,0,0
"R7FM4RGFGG1_M_3M",0,0,0,0
"7XOGBZCURIAN5ZAU",0,0,0,0
"R1AX_TQPL_E0WXLC",0,0,0,0
"5MHX0SXEUI9Y40AE",0,0,0,0
"11JGAJC3W5TCQB38",0,0,0,0
"A1LY1ADT8DACUL_U",0,0,0,0
"7RFXM0Z8WFXFQYRS",0,0,0,0
"NNDVXZ630IDM0YCM",0,0,0,0
"5TUBXUJ8M3KYKLUG",0,0,0,0
"UFXT5BYVY_SRUY08",0,0,0,0
"M2YUOPJTQLAIOCYY",0,0,0,0
"N4SN-W9QRDJ5G7VU",0,0,0,0
"QNQVM46R8IOORUUI",0,0,0,0
"DHX3YC4_-NIYS2F8",0,0,0,0
"COZV2OVTUTG8OAES",0,0,0,0
"YMMXHY5E0YNTXELU",0,0,0,0
"WDC20VWLDVGLQGTC",0,0,0,0
"B56RWZU0Y19YQFBS",0,0,0,0
"FM_QQZC1-OM8GM_M",0,0,0,0
"OHMVVTI33K_0C0JO",0,0,0,0
"QJJRQ7HZUKJ-E4XO",0,0,0,0
"K8GUNHBFUSOWJK7A",0,0,0,0
"OZMUTP3HVS2GHYCK",0,0,0,0
"MAQTOOWCGVERPNKC",0,0,0,0
"XYA5R7AWBOWW3H0G",0,0,0,0
"OWQ9-F-K0GLIMG_S",0,0,0,0
"TO8J5TS1J1EN1LP0",0,0,0,0
"VND89RN0DAS5OIGY",0,0,0,0
"U5KPOTKBOSNE80HM",0,0,0,0
"9KKDLA4TLPQDCM5Y",0,0,0,0
"1_LNIC66Q5SBN-YC",0,0,0,0
"G1J_ADWRBHERFKL0",0,0,0,0
"OUL7LUJXACOVR32S",0,0,0,0
"MJNUCV9JYQCGWLLE",0,0,0,0
"IBW3ERTMN37FLJWK",0,0,0,0
"KIXKF0MWA17YVB5M",0,0,0,0
"4IWVISF9WW3LR5I0",0,0,0,0
"I-CXJUWETBUMP5AC",0,0,0,0
"HVZ3XZH2QKDNBYBE",0,0,0,0
"CUO5Y5KPUXWWAA0C",0,0,0,0
"7SBE7V4F1IWDT7FK",0,0,0,0
"MKCYYNVCCOTLSIWS",0,0,0,0
"VGKVRGVDWJ5SZNGS",0,0,0,0
"E_PLIMFVILVMV0AO",0,0,0,0
"LX4ILNFG72TGHIZC",0,0,0,0
"YIWWUDXPETNMTV1U",0,0,0,0
"HVJW-Q_UIRFR31YC",0,0,0,0
"-GRSPLBEFQAOEMUQ",0,0,0,0
"IHWWVGKPCJGRR3OM",0,0,0,0
"QM68UUPDBLSA6Y2G",0,0,0,0
"YNW2HRQCQR8PIKTK",0,0,0,0
"R5HCIZJIFCUD_WJK",0,0,0,0
"IRDXZVYWKDPEGNF0",0,0,0,0
"L1QLQ1EIJWOYN894",0,0,0,0
"KUIVRR4E8U7XLJ6Q",0,0,0,0
"5M77NCB0Z3T6KCAC",0,0,0,0
"PFGSZ_3QJMUX62HE",0,0,0,0
"NTX2UX_T1ODMWUUG",0,0,0,0
"0XOPZN3I64V4N73U",0,0,0,0
"JMFBZ7JO5RZEUVNY",0,0,0,0
"TY8JVOCUZIGENVPO",0,0,0,0
"E4ERBZZ6T8FD151W",0,0,0,0
"ZPZFPRQU07CYONNY",0,0,0,0
"KEUN7MPULZ9S8YV8",0,0,0,0
"7HKKQVRBJROO5NQC",0,0,0,0
"YQXMR3_E0JGNNXNW",0,0,0,0
"AWJAJS9PWJ0J_R-W",0,0,0,0
"PM4FWA9BH8QKA8UW",0,0,0,0
"PF1GLSTQECKGVO7A",0,0,0,0
"YPRQZ_XSBQXDJYFW",0,0,0,0
"2QR2LNBAOHCWB7FE",0,0,0,0
"MNWJ7GB20D654TU0",0,0,0,0
"XZCDMXD5NQIJAASY",0,0,0,0
"GE4XEKDGNJQNQROU",0,0,0,0
"ARRG6_XY4OFGTHDS",0,0,0,0
"AGP45R6WZLKUOFFQ",0,0,0,0
"WWYVH7MKYAIZJJU0",0,0,0,0
"KU99MWHLZTH0AFZO",0,0,0,0
"GIQHR_-UHMEIWPDQ",0,0,0,0
"Y_YZWANTKKOK0DZW",0,0,0,0
"9X9UIMGLF9UHMIJQ",0,0,0,0
"H9AUTY4Z9RBPK0FW",0,0,0,0
"SAWKQQXBJCG3DN58",0,0,0,0
"2YKVOSGZYOCGUNM0",0,0,0,0
"7DATGSQJTUDOMYM4",0,0,0,0
"GXXXCE_KHHPLIZXY",0,0,0,0
"EBDZLVQOOR1JUXNI",0,0,0,0
"PZU037SIXMVS8MNW",0,0,0,0
"MN804SZPTBHD9TF4",0,0,0,0
"BTX4KNXBOA8IMFPK",0,0,0,0
"0MYPNXFJOO67GUIG",0,0,0,0
"8UQOD_NFEIM7TEGY",0,0,0,0
"PZ1S20YZR-FHXUEA",0,0,0,0
"99V92A7VEZNBQRKG",0,0,0,0
"R_UB0BEAMNQENMFK",0,0,0,0
"TMPPEOYENBPVH1KI",0,0,0,0
"HQ8V9MM7JIEWEH7A",0,0,0,0
"ZHCRT6TL4DBPXW6M",0,0,0,0
"8S4BXGK_YHVEMQVA",0,0,0,0
"CLPGKRDH9NLJI69Q",0,0,0,0
"6D_DAVWHLAPFV1PO",0,0,0,0
"ZWFOY_DBWHZLQQSO",0,0,0,0
"XJOV8XVWLACJAQIY",0,0,0,0
"AAOGHJMRON1V4JO4",0,0,0,0
"FH5ZDZQJPQBG-YXW",0,0,0,0
"MVOGCKC18QHBRTJS",0,0,0,0
"3YSKD3M1HMBERLQO",0,0,0,0
"VY_VVHHJCJA2AUZC",0,0,0,0
"L63B3NWVWNOS9KX4",0,0,0,0
"OMDUPQ8H-NUP6HNG",0,0,0,0
"IOAAXX7H49HVL6AG",0,0,0,0
"9N3EDJRZYYXMQ8TY",0,0,0,0
"D8RFPITADPMDTORK",0,0,0,0
"00NJIDTLS1CATGNQ",0,0,0,0
"V8SSBUOTUYWQZCU8",0,0,0,0
"_0SIAALKRYHUOZB8",0,0,0,0
"HGSB2CR_U8KSCJJW",0,0,0,0
"VQUIU3K8YS4PKOSQ",0,0,0,0
"RCC4D6AMDTZTK1Q8",0,0,0,0
"BLOLUS9KRVXDXBXQ",0,0,0,0
"JNU_URPBE2RVRNZI",0,0,0,0
"MGK3GTBCEJQKNB_I",0,0,0,0
"LQXDRMFRVRKV2-SM",0,0,0,0
"Z0BEH7-DWFS7YWKG",0,0,0,0
"RWANNURVBMC2--V0",0,0,0,0
"G-JEX7HJLVZ7VBJ8",0,0,0,0
"C5L_2EY1XCJ_KT_G",0,0,0,0
"OEX0QS0V6I7Z9RM0",0,0,0,0
"VBLKMO2LXRDZUK5S",0,0,0,0
"4BAXNPQM0FW0A5ZW",0,0,0,0
"7J2ZZ045RHIRYXI0",0,0,0,0
"4ZKIN1ZEUQEPIEOS",0,0,0,0
"4ZPRCDRLIYCUCMW8",0,0,0,0
"9HEUHI1E4RYTRHOE",0,0,0,0
"OSNK2KFQWJLSGPT0",0,0,0,0
"NF0ZJDPRC3C4ZZKC",0,0,0,0
"PTR_YXIALLB95AMY",0,0,0,0
"Q3XMHIQGI7NGEEEU",0,0,0,0
"EM5BOLIIQHYV4QE8",0,0,0,0
"LA1UHYSKYAXTWJAG",0,0,0,0
"1A9E6ICRKZMIUQFC",0,0,0,0
"JAPDPRQYAEBCAZE4",0,0,0,0
"EKED9QTRO0OPVMS0",0,0,0,0
"PC1AJEHBAH-H3LOQ",0,0,0,0
"TU2TQUMDLQBQI1P4",0,0,0,0
"O7ONI0CVM_2ZL2DE",0,0,0,0
"TSHYBKFI0Y8SKMZU",0,0,0,0
"XAS9W1Z4PBZG14JG",0,0,0,0
"FJDKMMYWJMROIHMQ",0,0,0,0
"OFXYAUPZMA0NYCDM",0,0,0,0
"C-I9W1MBA-2GCCIS",0,0,0,0
"1OXYQ3ORMLHE63MC",0,0,0,0
"W7TAP0AIQZH3EER4",0,0,0,0
