"CUST_NO","TXN_DT","CUST_RISK_CODE","INVEST_TYPE_CODE","WM_TXN_AMT"
"KW7UIFJFDQWB5OPA",9501,3.0,1,1783576
"KW7UIFJFDQWB5OPA",9501,3.0,1,1535032
"KW7UIFJFDQWB5OPA",9501,3.0,1,827680
"KW7UIFJFDQWB5OPA",9501,3.0,1,820133
"KBEX8S4PQXRHHJBW",9490,3.0,1,439191
"KBEX8S4PQXRHHJBW",9532,3.0,1,439191
"KBEX8S4PQXRHHJBW",9560,3.0,1,439191
"ZSDVB7DY2CKB1UOU",9463,4.0,1,605885
"ZSDVB7DY2CKB1UOU",9463,4.0,1,605885
"ZSDVB7DY2CKB1UOU",9473,4.0,1,605885
"ZSDVB7DY2CKB1UOU",9473,4.0,1,605885
"ZSDVB7DY2CKB1UOU",9483,4.0,1,797298
"ZSDVB7DY2CKB1UOU",9487,4.0,1,605885
"ZSDVB7DY2CKB1UOU",9500,4.0,1,605885
"ZSDVB7DY2CKB1UOU",9532,4.0,1,941590
"ZSDVB7DY2CKB1UOU",9532,4.0,1,941590
"ZSDVB7DY2CKB1UOU",9532,4.0,1,941590
"_9WFZGTQKFFKRNYY",9452,4.0,1,505049
"_9WFZGTQKFFKRNYY",9452,4.0,1,505049
"_9WFZGTQKFFKRNYY",9452,4.0,1,439191
"_9WFZGTQKFFKRNYY",9470,4.0,1,439191
"_9WFZGTQKFFKRNYY",9470,4.0,1,439191
"_9WFZGTQKFFKRNYY",9470,4.0,1,439191
"_9WFZGTQKFFKRNYY",9490,4.0,1,439191
"_9WFZGTQKFFKRNYY",9490,4.0,1,605885
"_9WFZGTQKFFKRNYY",9499,4.0,1,505049
"_9WFZGTQKFFKRNYY",9501,4.0,1,439191
"_9WFZGTQKFFKRNYY",9501,4.0,1,439191
"_9WFZGTQKFFKRNYY",9505,4.0,1,1121939
"_9WFZGTQKFFKRNYY",9512,4.0,1,505049
"_9WFZGTQKFFKRNYY",9515,4.0,1,505049
"_9WFZGTQKFFKRNYY",9518,4.0,1,439191
"_9WFZGTQKFFKRNYY",9535,4.0,1,505049
"_9WFZGTQKFFKRNYY",9535,4.0,1,505049
"_9WFZGTQKFFKRNYY",9536,4.0,1,505049
"_9WFZGTQKFFKRNYY",9564,4.0,1,505049
"_9WFZGTQKFFKRNYY",9564,4.0,1,505049
"PQQLFTJA8U6JOEZW",9546,3.0,1,562331
"WJ9KJ97M3MOAZOZY",9457,3.0,1,1078309
"WJ9KJ97M3MOAZOZY",9529,3.0,1,901677
"9H41F1RNDSVV0ATE",9550,4.0,1,1712104
"9H41F1RNDSVV0ATE",9550,4.0,1,1364860
"SBUZ8LMLM3AWMWCK",9477,4.0,1,604006
"SBUZ8LMLM3AWMWCK",9514,4.0,1,608423
"SBUZ8LMLM3AWMWCK",9556,4.0,1,605690
"0L7KAGKW7A3FR-X4",9508,3.0,1,671684
"BNZZENLDPB8BUL34",9563,3.0,1,1364860
"BNZZENLDPB8BUL34",9563,3.0,1,1455942
"S9G4WMPA62RLCUKI",9484,3.0,1,1364860
"S9G4WMPA62RLCUKI",9484,3.0,1,1245067
"P38D2G8JZT_N6XP8",9529,4.0,1,781941
"P38D2G8JZT_N6XP8",9529,4.0,1,1253476
"P38D2G8JZT_N6XP8",9539,4.0,1,595155
"P38D2G8JZT_N6XP8",9539,4.0,1,720574
"P38D2G8JZT_N6XP8",9539,4.0,1,1038422
"P38D2G8JZT_N6XP8",9539,4.0,1,368535
"P38D2G8JZT_N6XP8",9539,4.0,1,852249
"P38D2G8JZT_N6XP8",9539,4.0,1,449071
"P38D2G8JZT_N6XP8",9539,4.0,1,759421
"P38D2G8JZT_N6XP8",9546,4.0,1,877587
"P38D2G8JZT_N6XP8",9548,4.0,1,1145719
"0QNPWBU80_YH7HVO",9515,3.0,1,605885
"X_KWQ3EHKU5MHXAG",9466,3.0,1,499536
"VMJPQ7MPSRYDTVDG",9486,3.0,1,1061490
"VMJPQ7MPSRYDTVDG",9487,3.0,1,901677
"VMJPQ7MPSRYDTVDG",9499,3.0,1,901677
"OY-DREXXFG2QLNCA",9473,3.0,1,721714
"OY-DREXXFG2QLNCA",9473,4.0,1,605885
"OY-DREXXFG2QLNCA",9473,4.0,1,382360
"OY-DREXXFG2QLNCA",9473,4.0,1,721714
"LCWPBYBFHNK4HON4",9528,4.0,1,605885
"LCWPBYBFHNK4HON4",9540,4.0,1,1061490
"LCWPBYBFHNK4HON4",9540,4.0,1,721714
"LCWPBYBFHNK4HON4",9540,4.0,1,721714
"LCWPBYBFHNK4HON4",9553,4.0,1,992463
"HC-WB60EDD3V9IAW",9560,2.0,1,647850
"AFMBIUYNZK1URC_4",9505,4.0,1,682659
"AFMBIUYNZK1URC_4",9512,4.0,1,434970
"AFMBIUYNZK1URC_4",9512,4.0,1,721714
"AFMBIUYNZK1URC_4",9512,4.0,1,408430
"AFMBIUYNZK1URC_4",9512,4.0,1,303213
"AFMBIUYNZK1URC_4",9512,4.0,1,484071
"AFMBIUYNZK1URC_4",9515,4.0,1,510048
"AFMBIUYNZK1URC_4",9527,4.0,1,671684
"GGXERUGOZG1C0I64",9515,4.0,1,1245067
"OZFXIJKC_0ITQFKS",9452,3.0,1,505049
"ZPCK7WLDFX4FGEMA",9507,2.0,1,827680
"DJRFASNFBH1ZTSAU",9504,4.0,1,1061490
"5PFMNEAUCUQGZ1TG",9471,4.0,1,318417
"5PFMNEAUCUQGZ1TG",9472,4.0,1,391501
"5PFMNEAUCUQGZ1TG",9473,4.0,1,318417
"5PFMNEAUCUQGZ1TG",9477,4.0,1,318417
"5PFMNEAUCUQGZ1TG",9478,4.0,1,439191
"5PFMNEAUCUQGZ1TG",9478,4.0,1,391501
"5PFMNEAUCUQGZ1TG",9478,4.0,1,439191
"5PFMNEAUCUQGZ1TG",9480,4.0,1,391501
"5PFMNEAUCUQGZ1TG",9480,4.0,1,475451
"5PFMNEAUCUQGZ1TG",9483,4.0,1,417267
"5PFMNEAUCUQGZ1TG",9485,4.0,1,439191
"5PFMNEAUCUQGZ1TG",9485,4.0,1,439191
"5PFMNEAUCUQGZ1TG",9507,4.0,1,391501
"5PFMNEAUCUQGZ1TG",9529,4.0,1,439191
"ALE-R4DMNJDFMMRG",9480,4.0,1,1213950
"SPTIJILL5RZQUOY0",9535,3.0,1,656506
"6R3SUTBZF3YB4XSS",9512,3.0,1,671684
"6R3SUTBZF3YB4XSS",9534,3.0,1,1061490
"JYRK9O0RUPSJQV-S",9449,3.0,1,1364860
"MJE_X3UCKOT2HXUU",9560,3.0,1,1751217
"ZG1P9T7QLPWBECCE",9508,3.0,1,1174584
"ZG1P9T7QLPWBECCE",9508,3.0,1,605885
"ZG1P9T7QLPWBECCE",9508,3.0,1,605885
"ZG1P9T7QLPWBECCE",9562,2.0,1,505049
"NBLYOP7OLKTLKXNK",9472,4.0,1,721714
"NBLYOP7OLKTLKXNK",9514,4.0,1,720817
"H9LA-U4WMOAUJRDS",9505,3.0,1,1783576
"H9LA-U4WMOAUJRDS",9567,4.0,1,1783576
"WAJ3EVU7XLD_L0XO",9522,4.0,1,1530289
"WAJ3EVU7XLD_L0XO",9555,4.0,1,1199713
"JCFSJLRBNUMQQPR4",9553,2.0,1,1061490
"RCL1PYKE5BKA-RAW",9553,3.0,1,948924
"LHEYRMH4KJOVWE-Q",9518,3.0,1,605885
"GC774FVB0XS38CWO",9528,3.0,1,552254
"4TSM5R3DXRRQ_BFE",9500,4.0,1,505049
"4TSM5R3DXRRQ_BFE",9527,4.0,1,505049
"A1CWRP0V6YWWCJFI",9471,4.0,1,318417
"A1CWRP0V6YWWCJFI",9476,4.0,1,391501
"YQMDKLCVRJJIBWCU",9553,3.0,1,1783576
"1FEMAAAFX1Y_2Z4A",9522,3.0,1,1541718
"JIBRPRCFFTZFYS4U",9457,4.0,1,952520
"JIBRPRCFFTZFYS4U",9466,4.0,1,605885
"JIBRPRCFFTZFYS4U",9508,4.0,1,721714
"JIBRPRCFFTZFYS4U",9508,4.0,1,605885
"JIBRPRCFFTZFYS4U",9518,4.0,1,1106825
"JIBRPRCFFTZFYS4U",9563,4.0,1,700322
"NHWENKH1TNMXNVRU",9534,4.0,1,671684
"NHWENKH1TNMXNVRU",9535,4.0,1,671684
"NHWENKH1TNMXNVRU",9563,4.0,1,605885
"BQGJQUKCQCYUSAQK",9457,3.0,1,607807
"ZIYT_N8FXMMQPEBW",9466,4.0,1,439191
"ZIYT_N8FXMMQPEBW",9466,4.0,1,1061490
"ZIYT_N8FXMMQPEBW",9466,4.0,1,1061490
"9VBNSEPLAZOWFHWK",9465,4.0,1,505993
"9VBNSEPLAZOWFHWK",9465,4.0,1,918348
"9VBNSEPLAZOWFHWK",9561,4.0,1,439191
"9VBNSEPLAZOWFHWK",9561,4.0,1,439191
"PNMAXALVARCW_22W",9484,4.0,1,590319
"PNMAXALVARCW_22W",9484,4.0,1,625160
"GA0TSY8RBRATMUC8",9511,4.0,1,2002645
"U7MWFVC1NXUASSRS",9470,4.0,1,901677
"X3BBEVAMC64ROH6W",9450,3.0,1,817764
"X3BBEVAMC64ROH6W",9560,3.0,1,721714
"RZ8_HRZ3AFE3AIWW",9553,4.0,1,2247913
"CE3HIZDIV0R9JRIG",9456,4.0,1,1530289
"CE3HIZDIV0R9JRIG",9456,4.0,1,690019
"CE3HIZDIV0R9JRIG",9456,4.0,1,690019
"CE3HIZDIV0R9JRIG",9466,4.0,1,690019
"CE3HIZDIV0R9JRIG",9466,4.0,1,690019
"CE3HIZDIV0R9JRIG",9466,4.0,1,605885
"SGVNLRHEAWDT5YVG",9464,4.0,1,605885
"SGVNLRHEAWDT5YVG",9464,4.0,1,605885
"0F9BUVPXY4LUGD4E",9472,4.0,1,1925697
"0F9BUVPXY4LUGD4E",9536,4.0,1,982986
"RSAJBZR1OLBT3N6I",9529,2.0,1,596304
"OXLFVOIB3P1FXMN8",9450,3.0,1,1530289
"OXLFVOIB3P1FXMN8",9450,3.0,1,1530289
"OXLFVOIB3P1FXMN8",9478,3.0,1,605885
"OXLFVOIB3P1FXMN8",9480,3.0,1,1530289
"OXLFVOIB3P1FXMN8",9504,3.0,1,605885
"OXLFVOIB3P1FXMN8",9508,3.0,1,1593547
"8GCXEKTZWIS0SIIW",9490,3.0,1,721714
"8GCXEKTZWIS0SIIW",9513,3.0,1,721714
"T9JJT_3IMN87ADUE",9470,2.0,1,647850
"WT43SVWZVCKREHT0",9451,3.0,1,901677
"WT43SVWZVCKREHT0",9451,3.0,1,1147428
"WT43SVWZVCKREHT0",9508,3.0,1,1007605
"GWDZWVQQWJAQC8JC",9555,3.0,1,671684
"0ZXEDQ4RHJC6GUFA",9507,3.0,1,647850
"YXNWEL5V1BQLGXLI",9462,4.0,1,2074526
"YXNWEL5V1BQLGXLI",9462,4.0,1,2408740
"YXNWEL5V1BQLGXLI",9462,4.0,1,2074526
"YXNWEL5V1BQLGXLI",9485,4.0,1,2408740
"YXNWEL5V1BQLGXLI",9485,4.0,1,2074526
"YXNWEL5V1BQLGXLI",9485,4.0,1,2074526
"YXNWEL5V1BQLGXLI",9519,4.0,1,1783576
"YXNWEL5V1BQLGXLI",9557,4.0,1,1147428
"MAONOLDCCKVTFMBY",9539,3.0,1,458361
"MAONOLDCCKVTFMBY",9553,3.0,1,1061490
"MAONOLDCCKVTFMBY",9553,3.0,1,1061490
"A0D4ACEU_A5_6XWU",9508,3.0,1,1364860
"26OREPBMFPBFQBEW",9487,3.0,1,797298
"EC7KZ5NI9EQZKAIA",9540,3.0,1,1742776
"EC7KZ5NI9EQZKAIA",9554,3.0,1,976490
"L5S0S9EN11AIAX7C",9522,4.0,1,703056
"WBQ4FOF2HFKE1-W4",9473,3.0,1,797298
"WBQ4FOF2HFKE1-W4",9519,4.0,1,605885
"WBQ4FOF2HFKE1-W4",9533,4.0,1,505049
"MWWEW6LFG0RMNODO",9492,3.0,1,1364860
"BIODHVIK485-IBDS",9456,3.0,1,901677
"BIODHVIK485-IBDS",9553,3.0,1,1007605
"KDSQ58DPCBDRMMFI",9501,4.0,1,1783576
"KDSQ58DPCBDRMMFI",9553,4.0,1,1948857
"EALZH5LYTJOVURRU",9553,3.0,1,1085249
"ORBKNNGLH9K7AXI0",9501,2.0,1,1783576
"ORBKNNGLH9K7AXI0",9501,2.0,1,1783576
"PJM3KEUCCUH-K9GW",9500,3.0,1,1530289
"PJM3KEUCCUH-K9GW",9515,4.0,1,1061490
"PJM3KEUCCUH-K9GW",9534,4.0,1,1061490
"XKEUVKBXXHKP4KQA",9465,4.0,1,505049
"XKEUVKBXXHKP4KQA",9472,4.0,1,391501
"XKEUVKBXXHKP4KQA",9472,4.0,1,391501
"XKEUVKBXXHKP4KQA",9472,4.0,1,505049
"XKEUVKBXXHKP4KQA",9473,4.0,1,487932
"XKEUVKBXXHKP4KQA",9473,4.0,1,505049
"XKEUVKBXXHKP4KQA",9473,4.0,1,475451
"XKEUVKBXXHKP4KQA",9473,4.0,1,439191
"XKEUVKBXXHKP4KQA",9477,4.0,1,475451
"XKEUVKBXXHKP4KQA",9477,4.0,1,505049
"XKEUVKBXXHKP4KQA",9477,4.0,1,391501
"XKEUVKBXXHKP4KQA",9477,4.0,1,505049
"XKEUVKBXXHKP4KQA",9480,4.0,1,439191
"XKEUVKBXXHKP4KQA",9501,4.0,1,439191
"XKEUVKBXXHKP4KQA",9507,4.0,1,439191
"XKEUVKBXXHKP4KQA",9507,4.0,1,439191
"XKEUVKBXXHKP4KQA",9507,4.0,1,439191
"XKEUVKBXXHKP4KQA",9508,4.0,1,439191
"XKEUVKBXXHKP4KQA",9508,4.0,1,439191
"XKEUVKBXXHKP4KQA",9508,4.0,1,439191
"XKEUVKBXXHKP4KQA",9513,4.0,1,439191
"XKEUVKBXXHKP4KQA",9513,4.0,1,439191
"XKEUVKBXXHKP4KQA",9513,4.0,1,439191
"XKEUVKBXXHKP4KQA",9521,4.0,1,505049
"XKEUVKBXXHKP4KQA",9521,4.0,1,505049
"XKEUVKBXXHKP4KQA",9521,4.0,1,721714
"XKEUVKBXXHKP4KQA",9521,4.0,1,439191
"XKEUVKBXXHKP4KQA",9526,4.0,1,671684
"XKEUVKBXXHKP4KQA",9526,4.0,1,671684
"XKEUVKBXXHKP4KQA",9528,4.0,1,505049
"XKEUVKBXXHKP4KQA",9528,4.0,1,505049
"XKEUVKBXXHKP4KQA",9529,4.0,1,634813
"XKEUVKBXXHKP4KQA",9529,4.0,1,439191
"XKEUVKBXXHKP4KQA",9529,4.0,1,439191
"XKEUVKBXXHKP4KQA",9529,4.0,1,634813
"XKEUVKBXXHKP4KQA",9547,4.0,1,505049
"XKEUVKBXXHKP4KQA",9547,4.0,1,439191
"XKEUVKBXXHKP4KQA",9560,4.0,1,505049
"XKEUVKBXXHKP4KQA",9560,4.0,1,505049
"ARNWIZWTHRG_DVCA",9450,3.0,1,1309790
"ARNWIZWTHRG_DVCA",9515,3.0,1,512998
"ARNWIZWTHRG_DVCA",9515,3.0,1,539370
"TUWM-ZKWZE4_YSU0",9466,4.0,1,509256
"TUWM-ZKWZE4_YSU0",9466,4.0,1,501948
"TUWM-ZKWZE4_YSU0",9550,4.0,1,509070
"TUWM-ZKWZE4_YSU0",9553,4.0,1,2074526
"AKX9VUC4BW892DXQ",9469,3.0,1,2002645
"AKX9VUC4BW892DXQ",9527,3.0,1,2074526
"PI_LS3Q3JAK_ZCWI",9535,3.0,1,605885
"Z2VYH_SLEW8V73A8",9512,4.0,1,671684
"Z2VYH_SLEW8V73A8",9512,4.0,1,671684
"Z2VYH_SLEW8V73A8",9535,4.0,1,671684
"T4KLAVJYBLMO-VTM",9564,3.0,1,1364860
"U74R-4H98-6WSSPK",9553,3.0,1,809904
"NEREYSFIA_B_YPSO",9459,4.0,1,797298
"VYAM9SELUQB_4MA8",9469,3.0,1,941590
"FU5PSTHXVENVB81G",9555,3.0,1,956071
"_XWSO87_ZVHDIVKC",9477,4.0,1,784000
"_XWSO87_ZVHDIVKC",9477,4.0,1,1530289
"_XWSO87_ZVHDIVKC",9560,4.0,1,721714
"KYWCXT3STQCTDHKG",9458,4.0,1,671684
"KYWCXT3STQCTDHKG",9471,4.0,1,634813
"S4JS_DARRN4PKX-G",9534,3.0,1,530233
"S4JS_DARRN4PKX-G",9553,3.0,1,1530289
"AGVYDNABYOD1AHZQ",9491,4.0,1,784000
"L0GJG5QBEEWXF63G",9554,3.0,1,1364860
"N5ZPTOCJIJUX0UGE",9466,3.0,1,605885
"N5ZPTOCJIJUX0UGE",9553,3.0,1,1364860
"KGXCIAVL4YET7LP4",9554,3.0,1,1364860
"OOPPGIA-LLUCYJYO",9449,3.0,1,552254
"OOPPGIA-LLUCYJYO",9449,3.0,1,552254
"OOPPGIA-LLUCYJYO",9477,3.0,1,671684
"OOPPGIA-LLUCYJYO",9477,3.0,1,552254
"OOPPGIA-LLUCYJYO",9477,3.0,1,552254
"OOPPGIA-LLUCYJYO",9477,3.0,1,552254
"OOPPGIA-LLUCYJYO",9513,3.0,1,605885
"OOPPGIA-LLUCYJYO",9513,3.0,1,605885
"5-OVPW_OZQC73_AM",9536,3.0,1,1413013
"5-OVPW_OZQC73_AM",9560,3.0,1,1530289
"3OSW2ZJTMKGBMTIG",9480,4.0,1,1403844
"3OSW2ZJTMKGBMTIG",9480,4.0,1,1403844
"NHHN2BLG88Y0XPT4",9480,3.0,1,1530289
"E7EU0MAT1ZVC8LRI",9520,3.0,1,1123972
"E7EU0MAT1ZVC8LRI",9521,3.0,1,721714
"VZSZQFRW7O40NIVW",9556,3.0,1,589642
"OUNKQBBWTZOPEQ14",9473,4.0,1,379728
"OUNKQBBWTZOPEQ14",9484,4.0,1,675169
"OUNKQBBWTZOPEQ14",9504,4.0,1,675169
"OUNKQBBWTZOPEQ14",9515,4.0,1,391501
"OUNKQBBWTZOPEQ14",9540,4.0,1,236119
"OUNKQBBWTZOPEQ14",9547,4.0,1,254794
"OUNKQBBWTZOPEQ14",9547,4.0,1,318417
"BDLFQTYY5LU6SFHC",9479,4.0,1,1050626
"BDLFQTYY5LU6SFHC",9515,3.0,1,1035045
"BDLFQTYY5LU6SFHC",9527,3.0,1,1382590
"BDLFQTYY5LU6SFHC",9527,3.0,1,1039903
"BDLFQTYY5LU6SFHC",9532,3.0,1,1034182
"BDLFQTYY5LU6SFHC",9561,3.0,1,797298
"EWVGV_SWJBY5J0JI",9469,3.0,1,2012498
"EWVGV_SWJBY5J0JI",9472,3.0,1,2193667
"KZ2QOSI7F_2GQFRI",9471,4.0,1,1530289
"KZ2QOSI7F_2GQFRI",9483,4.0,1,1530289
"UXTPXWIPMUWNAKOW",9537,4.0,1,1245067
"OTAS-TFKVR4PZJR4",9553,3.0,1,1061490
"-2MEALBY0255M5EE",9487,3.0,1,1285483
"-2MEALBY0255M5EE",9525,3.0,1,660108
"LJLHDHNQQPR6ZKH8",9451,4.0,1,762552
"LJLHDHNQQPR6ZKH8",9485,4.0,1,762552
"LJLHDHNQQPR6ZKH8",9485,4.0,1,1783576
"LJLHDHNQQPR6ZKH8",9492,4.0,1,797298
"LJLHDHNQQPR6ZKH8",9492,4.0,1,901677
"LJLHDHNQQPR6ZKH8",9499,4.0,1,797298
"LJLHDHNQQPR6ZKH8",9519,4.0,1,797298
"LJLHDHNQQPR6ZKH8",9556,4.0,1,797298
"38J8ZU7N4ZFJBRTI",9557,3.0,1,937850
"UNIQ_OVRLEDQXUMG",9507,4.0,1,879267
"UNIQ_OVRLEDQXUMG",9507,4.0,1,879267
"UNIQ_OVRLEDQXUMG",9507,4.0,1,1509340
"VFEC-PGF1B4OMGK4",9499,3.0,1,505049
"VFEC-PGF1B4OMGK4",9527,3.0,1,562331
"VFEC-PGF1B4OMGK4",9534,3.0,1,505049
"WXWV368OT7LAAS1Y",9487,3.0,1,687942
"WXWV368OT7LAAS1Y",9487,3.0,1,687942
"FRHNPPQWLVS3GI5M",9463,4.0,1,721714
"FRHNPPQWLVS3GI5M",9464,4.0,1,797298
"FRHNPPQWLVS3GI5M",9491,4.0,1,605885
"FRHNPPQWLVS3GI5M",9499,4.0,1,721714
"FRHNPPQWLVS3GI5M",9504,4.0,1,1175154
"NEFFYJPQM9LPLTEA",9511,3.0,1,634813
"PUZMWW5ABOLQP8IW",9472,4.0,1,620876
"PUZMWW5ABOLQP8IW",9479,4.0,1,1149406
"PUZMWW5ABOLQP8IW",9512,4.0,1,603849
"SN9VRERR_XSTN42K",9533,3.0,1,721714
"SN9VRERR_XSTN42K",9533,3.0,1,797298
"134-GWZRT0JUJSJW",9508,3.0,1,1530289
"134-GWZRT0JUJSJW",9519,3.0,1,1553506
"134-GWZRT0JUJSJW",9526,3.0,1,762552
"V8PXR0APV2FOGCOO",9521,4.0,1,605885
"JH3-NNZYEOOOU2DI",9560,3.0,1,768464
"8BZEQAG12HR4CLKG",9513,4.0,1,966464
"8BZEQAG12HR4CLKG",9521,4.0,1,605885
"8BZEQAG12HR4CLKG",9553,4.0,1,864846
"9ICJ_4XEUNPJFNN4",9505,3.0,1,1364860
"K3VU1XYFK4JYGZTU",9520,3.0,1,552254
"YCLYYFSEXFO0GHV0",9553,2.0,1,901677
"ZH0YTKSWX1YFBOG8",9472,3.0,1,901677
"ZH0YTKSWX1YFBOG8",9491,3.0,1,562331
"ZH0YTKSWX1YFBOG8",9491,3.0,1,605885
"ZH0YTKSWX1YFBOG8",9491,3.0,1,505049
"ZH0YTKSWX1YFBOG8",9491,3.0,1,562331
"ZH0YTKSWX1YFBOG8",9532,3.0,1,505049
"ZH0YTKSWX1YFBOG8",9532,3.0,1,505049
"9TOGLWPFBFXMKQ44",9457,4.0,1,690019
"9TOGLWPFBFXMKQ44",9458,4.0,1,1530289
"9TOGLWPFBFXMKQ44",9458,4.0,1,721714
"9TOGLWPFBFXMKQ44",9458,4.0,1,797298
"9TOGLWPFBFXMKQ44",9463,4.0,1,941590
"9TOGLWPFBFXMKQ44",9484,4.0,1,797298
"9TOGLWPFBFXMKQ44",9487,4.0,1,721714
"9TOGLWPFBFXMKQ44",9501,4.0,1,620876
"9TOGLWPFBFXMKQ44",9513,4.0,1,671684
"YBDNBYJDZPITOPTQ",9528,3.0,1,1500793
"LTACNBA_LVY4RONS",9480,3.0,1,620876
"X8A3BQBTYRCGHQFK",9511,3.0,1,1530289
"X8A3BQBTYRCGHQFK",9512,3.0,1,671684
"JD7KVHHREC9UGH70",9554,4.0,1,1245067
"9BOHVXWOULUVMQPM",9562,3.0,1,605885
"FCRW1-WRLPKKD3JY",9477,4.0,1,941590
"5JMJQRKN5ZO8ILL8",9450,3.0,1,687942
"5JMJQRKN5ZO8ILL8",9546,3.0,1,705957
"5JMJQRKN5ZO8ILL8",9546,3.0,1,688983
"GQQF-ISP9F5D07ZY",9554,4.0,1,1530289
"5WUKMVWFKHBHZNCQ",9529,3.0,1,905942
"ETDDB7AZO42JFNLI",9554,3.0,1,671684
"O-KXBSY2GOKQFLHA",9519,3.0,1,1714850
"0KPDPHJP5UY35R98",9535,4.0,1,213240
"0KPDPHJP5UY35R98",9536,4.0,1,605885
"0KPDPHJP5UY35R98",9536,4.0,1,605885
"WKB0OLLNBYU7SAMM",9519,4.0,1,721714
"WKB0OLLNBYU7SAMM",9528,4.0,1,721714
"84MFTMIJ0HED69YA",9456,3.0,1,1781615
"84MFTMIJ0HED69YA",9456,3.0,1,2060645
"LCSVKXVP7UTAVEPQ",9534,3.0,1,605885
"PZBB_L-DOSSVPO-I",9464,4.0,1,591330
"ZSSWX582-4SF8OBG",9508,3.0,1,2264384
"WRJQI_KEYCDNRPZ8",9456,4.0,1,797298
"WRJQI_KEYCDNRPZ8",9458,4.0,1,833335
"WRJQI_KEYCDNRPZ8",9458,4.0,1,868770
"9Q-8AIFDI8HKVWM8",9472,4.0,1,1245067
"9Q-8AIFDI8HKVWM8",9479,4.0,1,903264
"9Q-8AIFDI8HKVWM8",9483,4.0,1,1061490
"9Q-8AIFDI8HKVWM8",9512,4.0,1,720997
"9Q-8AIFDI8HKVWM8",9537,4.0,1,1364860
"9Q-8AIFDI8HKVWM8",9537,4.0,1,1061490
"9Q-8AIFDI8HKVWM8",9537,4.0,1,1245067
"9Q-8AIFDI8HKVWM8",9561,4.0,1,942362
"BJIHHVXWUF0V38R8",9554,4.0,1,721714
"V-LYFJVM-YKDDZRU",9533,4.0,1,605885
"OJEVHBPYXDQ_68UK",9464,4.0,1,505049
"OJEVHBPYXDQ_68UK",9469,4.0,1,543211
"HYAS_M8QFAMRXALM",9470,4.0,1,797298
"1CP9M2SXM8TJAMKI",9553,4.0,1,721714
"1CP9M2SXM8TJAMKI",9560,4.0,1,634813
"3BKJTVS3Y6PECTFO",9528,3.0,1,721714
"KVFJCYQQPSQOXO9E",9465,4.0,1,723194
"KVFJCYQQPSQOXO9E",9492,4.0,1,721714
"KVFJCYQQPSQOXO9E",9522,4.0,1,721714
"KVFJCYQQPSQOXO9E",9532,4.0,1,1061490
"KVFJCYQQPSQOXO9E",9553,4.0,1,1530289
"KVFJCYQQPSQOXO9E",9555,4.0,1,1246482
"KVFJCYQQPSQOXO9E",9561,4.0,1,721714
"RUBACDC8DA0J02BU",9455,4.0,1,1593547
"FIVFN29AJZMAVPDM",9486,4.0,1,499788
"FIVFN29AJZMAVPDM",9486,4.0,1,656990
"FIVFN29AJZMAVPDM",9486,4.0,1,592335
"FIVFN29AJZMAVPDM",9486,4.0,1,406999
"T0OXB5JSZF77EYNY",9455,3.0,1,605885
"T0OXB5JSZF77EYNY",9554,4.0,1,901677
"6IYLETYVVEKUC83Y",9452,4.0,1,605885
"BECKKCVQBG5BTYJS",9477,4.0,1,721714
"GDBK_KVTC_IEXANC",9526,4.0,1,605885
"GDBK_KVTC_IEXANC",9526,4.0,1,605885
"GDBK_KVTC_IEXANC",9526,4.0,1,523055
"8ZM6XMADPZMJTR9A",9555,3.0,1,1165775
"JWWSEP8PT5SCGNOC",9473,4.0,1,505049
"S4WZDC7DKX_DORIA",9476,2.0,1,505049
"S4WZDC7DKX_DORIA",9476,2.0,1,721714
"S4WZDC7DKX_DORIA",9476,2.0,1,505049
"JTGFDHKU5EYLQ8PM",9546,4.0,1,671684
"DIHZHLEOJFOUAOKS",9501,2.0,1,703056
"DIHZHLEOJFOUAOKS",9556,2.0,1,1007605
"DIHZHLEOJFOUAOKS",9567,2.0,1,721714
"WNHRCY_6MKPMXP0K",9555,3.0,1,864846
"WNHRCY_6MKPMXP0K",9561,3.0,1,1616498
"LAF1KIQWHNAUWT1U",9480,4.0,1,717038
"LAF1KIQWHNAUWT1U",9485,4.0,1,605963
"LAF1KIQWHNAUWT1U",9485,4.0,1,513817
"LAF1KIQWHNAUWT1U",9485,4.0,1,519335
"CAPWI_DPE3EVLCHY",9473,3.0,1,1061490
"CAPWI_DPE3EVLCHY",9478,4.0,1,879267
"CAPWI_DPE3EVLCHY",9478,4.0,1,1061490
"VO8K4AUDNFTVFIC8",9478,3.0,1,803683
"6LR7YOGADMHUC-8A",9480,3.0,1,1276280
"6LR7YOGADMHUC-8A",9546,3.0,1,1589881
"46YWCQYJCGK25F3G",9548,3.0,1,718106
"MEGJNBH__48BMC04",9518,4.0,1,866972
"T0BELFLXBXPR72MG",9505,2.0,1,1530289
"8LN8Z8FN_EN406DI",9450,4.0,1,1172841
"8LN8Z8FN_EN406DI",9535,3.0,1,1121939
"8LN8Z8FN_EN406DI",9535,3.0,1,1121939
"OFKB8CJ4AS0TXNYY",9563,3.0,1,53785
"OFKB8CJ4AS0TXNYY",9563,3.0,1,721714
"OFKB8CJ4AS0TXNYY",9563,3.0,1,606430
"1XJFOGISEO5L644E",9457,4.0,1,605885
"1XJFOGISEO5L644E",9469,4.0,1,605885
